202501209,09/19/2025 01:01:00 am,"199 S PROVIDENCE RD/LOCUST ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202501209,09/19/2025 01:00:59 am-09/19/2025 01:01:00 am,"199 S PROVIDENCE RD/LOCUST ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202501208,09/18/2025 07:42:00 pm,"201 S NINTH ST , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202501208,09/18/2025 07:41:59 pm-09/18/2025 07:42:00 pm,"201 S NINTH ST , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202501208,09/18/2025 07:42:00 pm,"201 S NINTH ST , COLUMBIA MO, 65201",NO,DISORDERLY CONDUCT,DRUG - NARCOTIC,CLEARED BY ARREST
202501208,09/18/2025 07:41:59 pm-09/18/2025 07:42:00 pm,"201 S NINTH ST , COLUMBIA MO, 65201",NO,DISORDERLY CONDUCT,DRUG - NARCOTIC,CLEARED BY ARREST
202501208,09/18/2025 07:42:00 pm,"201 S NINTH ST , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202501208,09/18/2025 07:41:59 pm-09/18/2025 07:42:00 pm,"201 S NINTH ST , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202501207,09/18/2025 10:27:00 am,"518 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501207,09/18/2025 09:48:00 am-09/18/2025 10:27:00 am,"518 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501206,09/18/2025 12:41:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501206,09/18/2025 12:41:00 pm-09/18/2025 12:41:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501205,09/18/2025 11:24:00 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202501205,09/13/2025 01:12:00 pm-09/18/2025 11:24:00 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202501204,09/18/2025 05:14:00 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501204,09/18/2025 05:14:00 am-09/18/2025 05:14:00 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501203,09/18/2025 12:58:00 am,"112 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202501203,09/18/2025 12:57:59 am-09/18/2025 12:58:00 am,"112 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202501202,09/17/2025 10:00:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501202,09/17/2025 09:59:59 pm-09/17/2025 10:00:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501201,09/17/2025 04:15:00 pm,"900 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501201,09/16/2025 03:11:00 am-09/16/2025 06:00:00 am,"900 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501200,09/17/2025 03:48:58 pm,"900 EAST CAMPUS DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501200,09/17/2025 03:48:57 pm-09/17/2025 03:48:58 pm,"900 EAST CAMPUS DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501199,09/17/2025 02:30:00 pm,"699 E STADIUM BLVD/MICK DEAVER DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501199,09/17/2025 02:29:59 pm-09/17/2025 02:30:00 pm,"699 E STADIUM BLVD/MICK DEAVER DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501198,09/17/2025 08:29:00 am,"1540 PROVIDENCE POINT , COLUMBIA MO, 65201",NO NOT APPLICABLE,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202501198,09/16/2025 03:30:00 pm-09/17/2025 08:29:00 am,"1540 PROVIDENCE POINT , COLUMBIA MO, 65201",NO NOT APPLICABLE,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202501197,09/17/2025 01:41:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202501197,09/17/2025 01:40:59 am-09/17/2025 01:41:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202501197,09/17/2025 01:41:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501197,09/17/2025 01:40:59 am-09/17/2025 01:41:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501196,09/17/2025 12:22:00 am,"311 S SIXTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202501196,09/17/2025 12:21:59 am-09/17/2025 12:22:00 am,"311 S SIXTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202501195,09/16/2025 08:18:00 pm,"206 S COLLEGE AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501195,09/12/2025 10:00:00 pm-09/13/2025 12:00:00 am,"206 S COLLEGE AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501194,09/16/2025 03:33:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202501194,09/13/2025 11:25:00 pm-09/16/2025 03:33:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202501193,09/16/2025 05:16:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202501193,09/16/2025 05:15:59 pm-09/16/2025 05:16:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202501192,09/12/2025 12:00:00 am,"309 HITT ST , COLUMBIA MO, 65201",NO,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202501192,09/12/2025 12:00:00 am-09/12/2025 12:00:00 am,"309 HITT ST , COLUMBIA MO, 65201",NO,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202501191,09/16/2025 01:57:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202501191,09/16/2025 01:56:59 am-09/16/2025 01:57:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202501191,09/16/2025 01:57:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501191,09/16/2025 01:56:59 am-09/16/2025 01:57:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501190,09/15/2025 06:26:00 pm,"1095 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202501190,09/15/2025 09:02:00 am-09/15/2025 05:30:00 pm,"1095 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202501189,09/15/2025 06:45:00 pm,"507 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501189,09/15/2025 06:40:00 pm-09/15/2025 06:40:00 pm,"507 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501188,09/15/2025 04:39:00 pm,"916 CHAMPIONS DR , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,UNFOUNDED
202501188,09/15/2025 04:38:59 pm-09/15/2025 04:39:00 pm,"916 CHAMPIONS DR , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,UNFOUNDED
202501187,09/15/2025 05:55:00 pm,"699 TURNER AVE/TIGER AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202501187,09/15/2025 05:30:59 pm-09/15/2025 05:55:00 pm,"699 TURNER AVE/TIGER AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202501186,09/15/2025 05:51:00 pm,"1699 E STADIUM BLVD/ASHLAND RD , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202501186,09/15/2025 05:51:00 pm-09/15/2025 05:51:00 pm,"1699 E STADIUM BLVD/ASHLAND RD , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202501185,09/15/2025 11:08:01 am,"1133 ASHLAND RD , COLUMBIA MO, 65201",YES RELATED BY BLOOD,STALKING,STALKING,EXCEPTIONALLY CLEARED
202501185,09/15/2025 10:10:00 am-09/15/2025 10:40:01 am,"1133 ASHLAND RD , COLUMBIA MO, 65201",YES RELATED BY BLOOD,STALKING,STALKING,EXCEPTIONALLY CLEARED
202501184,09/15/2025 11:20:50 am,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202501184,09/15/2025 11:00:00 am-09/15/2025 11:00:50 am,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202501183,09/09/2025 01:29:00 pm,"1098 HOSPITAL DR/HITT ST , COLUMBIA MO, 65201",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202501183,09/09/2025 01:29:00 pm-09/09/2025 01:29:00 pm,"1098 HOSPITAL DR/HITT ST , COLUMBIA MO, 65201",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202501182,09/14/2025 10:32:00 pm,"1007 TIGER AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202501182,09/14/2025 09:31:00 pm-09/14/2025 09:31:00 pm,"1007 TIGER AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202501181,09/14/2025 07:10:00 pm,"201 S NINTH ST , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202501181,09/14/2025 03:15:59 pm-09/14/2025 07:10:00 pm,"201 S NINTH ST , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202501180,09/14/2025 05:43:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY)
202501180,09/14/2025 12:00:00 am-09/14/2025 12:00:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY)
202501179,09/14/2025 06:26:00 pm,"601 TURNER AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202501179,09/13/2025 07:00:00 am-09/14/2025 10:00:00 am,"601 TURNER AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202501178,09/14/2025 01:24:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,WARRANT ARREST,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202501178,09/14/2025 12:50:00 pm-09/14/2025 12:50:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,WARRANT ARREST,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202501178,09/14/2025 01:24:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,TRESPASS,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202501178,09/14/2025 12:50:00 pm-09/14/2025 12:50:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,TRESPASS,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202501178,09/14/2025 01:24:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202501178,09/14/2025 12:50:00 pm-09/14/2025 12:50:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202501177,09/14/2025 12:29:00 pm,"600 E WALNUT ST , COLUMBIA MO, 65201",NO,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202501177,09/14/2025 12:29:00 pm-09/14/2025 12:29:00 pm,"600 E WALNUT ST , COLUMBIA MO, 65201",NO,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202501176,09/14/2025 09:31:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501176,09/14/2025 09:30:59 am-09/14/2025 09:31:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501175,09/20/2025 08:14:54 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501175,09/20/2025 08:14:53 am-09/20/2025 08:14:54 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501174,09/14/2025 08:39:00 am,"499 MATTHEWS ST/UNIVERSITY AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202501174,07/31/2025 08:53:00 pm-07/31/2025 11:42:00 pm,"499 MATTHEWS ST/UNIVERSITY AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202501173,09/13/2025 10:19:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202501173,09/13/2025 07:42:00 pm-09/13/2025 10:19:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202501172,09/13/2025 02:31:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501172,09/13/2025 02:30:59 pm-09/13/2025 02:31:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501172,09/13/2025 02:31:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501172,09/13/2025 02:30:59 pm-09/13/2025 02:31:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501171,09/13/2025 09:00:00 am,"1107 UNIVERSITY AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202501171,09/12/2025 11:52:00 am-09/13/2025 09:00:00 am,"1107 UNIVERSITY AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202501170,09/13/2025 09:00:00 am,"1306 ROLLINS ST , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501170,09/13/2025 08:59:59 am-09/13/2025 09:00:00 am,"1306 ROLLINS ST , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501169,09/13/2025 02:07:00 am,"518 HITT ST , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202501169,09/13/2025 02:06:59 am-09/13/2025 02:07:00 am,"518 HITT ST , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202501168,09/13/2025 02:34:06 am,"801 CONLEY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501168,09/13/2025 02:34:05 am-09/13/2025 02:34:06 am,"801 CONLEY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501168,09/13/2025 02:34:06 am,"801 CONLEY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501168,09/13/2025 02:34:05 am-09/13/2025 02:34:06 am,"801 CONLEY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501167,09/12/2025 05:11:00 pm,"625 S FOURTH ST , COLUMBIA MO, 65201",NO,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202501167,09/03/2025 07:00:00 pm-09/12/2025 04:30:00 pm,"625 S FOURTH ST , COLUMBIA MO, 65201",NO,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202501166,09/12/2025 04:39:00 pm,"999 E STADIUM BLVD/CHAMPIONS DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501166,09/12/2025 04:38:59 pm-09/12/2025 04:39:00 pm,"999 E STADIUM BLVD/CHAMPIONS DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501165,09/12/2025 02:51:00 pm,"923 TIGER AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202501165,09/12/2025 12:00:00 pm-09/12/2025 02:30:00 pm,"923 TIGER AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202501164,09/12/2025 01:12:00 pm,"1100 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,UNFOUNDED
202501164,09/06/2025 06:50:00 pm-09/06/2025 06:50:00 pm,"1100 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,UNFOUNDED
202501163,09/13/2025 09:23:27 am,"940 CONLEY AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501163,09/13/2025 09:23:26 am-09/13/2025 09:23:27 am,"940 CONLEY AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501162,09/12/2025 12:27:00 pm,"1306 ROLLINS ST , COLUMBIA MO, 65201",NO,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY)
202501162,09/12/2025 12:27:00 pm-09/12/2025 12:27:00 pm,"1306 ROLLINS ST , COLUMBIA MO, 65201",NO,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY)
202501161,09/12/2025 01:57:00 am,"809 RICHMOND AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501161,09/12/2025 01:57:00 am-09/12/2025 01:57:00 am,"809 RICHMOND AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501161,09/12/2025 01:57:00 am,"809 RICHMOND AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501161,09/12/2025 01:57:00 am-09/12/2025 01:57:00 am,"809 RICHMOND AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501160,09/12/2025 03:26:45 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,RESISTING ARREST BY FLEEING,FORGERY,CLEARED BY ARREST
202501160,09/12/2025 03:26:44 am-09/12/2025 03:26:45 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,RESISTING ARREST BY FLEEING,FORGERY,CLEARED BY ARREST
202501160,09/12/2025 03:26:45 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501160,09/12/2025 03:26:44 am-09/12/2025 03:26:45 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501160,09/12/2025 03:26:45 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501160,09/12/2025 03:26:44 am-09/12/2025 03:26:45 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501160,09/12/2025 03:26:45 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,OTHER OFFENSE - NOT REPORTABLE,FORGERY,CLEARED BY ARREST
202501160,09/12/2025 03:26:44 am-09/12/2025 03:26:45 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,OTHER OFFENSE - NOT REPORTABLE,FORGERY,CLEARED BY ARREST
202501159,09/11/2025 12:00:00 am,"E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201",,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501159,09/11/2025 12:00:00 am-09/11/2025 12:00:00 am,"E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201",,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501158,09/11/2025 07:13:00 pm,"1133 ASHLAND RD , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),INACTIVE (MUPD ONLY)
202501158,09/11/2025 12:00:00 am-09/11/2025 07:00:00 pm,"1133 ASHLAND RD , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),INACTIVE (MUPD ONLY)
202501157,09/11/2025 06:57:00 pm,"603 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,SUSPICIOUS PERSON / INCIDENT,SUSPICIOUS PERSON / INCIDENT,CLOSED
202501157,09/11/2025 04:00:00 pm-09/11/2025 06:00:00 pm,"603 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,SUSPICIOUS PERSON / INCIDENT,SUSPICIOUS PERSON / INCIDENT,CLOSED
202501156,09/11/2025 06:44:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201",NO,DWI,DWI,CLEARED BY ARREST
202501156,09/11/2025 06:40:00 pm-09/11/2025 06:44:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201",NO,DWI,DWI,CLEARED BY ARREST
202501156,09/11/2025 06:44:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202501156,09/11/2025 06:40:00 pm-09/11/2025 06:44:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202501155,09/11/2025 06:46:00 pm,"1199 MONK DR/E STADIUM BLVD , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501155,09/11/2025 06:45:59 pm-09/11/2025 06:46:00 pm,"1199 MONK DR/E STADIUM BLVD , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501154,09/11/2025 03:38:00 pm,"809 S PROVIDENCE RD , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
