cadcallid,street,beat,search_duration,stoptime,race,resident,gender,age_range,stoplocation,search_initiated,Reasons_For_Stop_Equipment_Violation,Reasons_For_Stop_Investigative_Violation_Equipment_Violation,Reasons_For_Stop_Investigative_Violation,Reasons_For_Stop_Investigative_Violation_Call_For_Service,Reasons_For_Stop_Investigative_Violation_Detective_or_Crime_Bulletin,Reasons_For_Stop_Investigative_Violation_Officer_Initiative,Reasons_For_Stop_Investigative_Violation_Other,Reasons_For_Stop_Interstate_Highway_Stop,Reasons_For_Stop_Investigative_Violation_RS_Drug_Activity,Reasons_For_Stop_Investigative_Violation_ALPR_Hit_or_Warrant,Reasons_For_Stop_Investigative_Violation_Matching_Suspect_Description,Reasons_For_Stop_Investigative_Violation_Observed_Crime,Reasons_For_Stop_License_or_Registration_Violation,Reasons_For_Stop_License_Plate_Violation,Reasons_For_Stop_Moving_Violation_Commercial_Vehicle_Enforcement,Reasons_For_Stop_Moving_Violation_Follow_Too_Close,Reasons_For_Stop_Moving_Violation_Fail_to_Signal,Reasons_For_Stop_Moving_Violation_Lane_Violation,Reasons_For_Stop_Moving_Violation,Reasons_For_Stop_Moving_Violation_Other,Reasons_For_Stop_Moving_Violation_Speed,Reasons_For_Stop_NA_Not_Applicable,Reasons_For_Search_Consent,Reasons_For_Search_Inventory,Reasons_For_Search_Drug/Alcohol_Odor,Reasons_For_Search_Incident_to_Arrest,Reasons_For_Search_Plain_View_Contraband,Reasons_For_Search_Reasonable_Suspicion-Weapon,Reasons_For_Search_Drug_Dog_Alert,Reasons_For_Search_Other,Reasons_For_Search_NA_No_Search_Conducted,Discovery_of_Contraband_Type_of_Contraband_Found_Drugs/Alcohol/Paraphernalia,Discovery_of_Contraband_Type_of_Contraband_Found_Currency,Discovery_of_Contraband_Type_of_Contraband_Found_Weapon,Discovery_of_Contraband_Type_of_Contraband_Found_Stolen_Property,Discovery_of_Contraband_Type_of_Contraband_Found_Other,Discovery_of_Contraband_Type_of_Contraband_Found_NA_or_No_Contraband_Found,Result_of_Stop_Citation,Result_of_Stop_Citation_Moving,Result_of_Stop_Citation_Equipment,Result_of_Stop_Citation_License_or_Registration,Result_of_Stop_Warning,Result_of_Stop_Warning_Moving,Result_of_Stop_Warning_Equipment,Result_of_Stop_Warning_License_or_Registration,Result_of_Stop_Arrest,Result_of_Stop_No_Action,Result_of_Stop_Other,Result_of_Arrest_Warrant,Result_of_Arrest_Drug_Violation,Result_of_Arrest_Resisting_Arrest,Result_of_Arrest_Offense_Against_Person,Result_of_Arrest_Traffic_Violation,Result_of_Arrest_DWI/BAC,Result_of_Arrest_Property_Crime,Result_of_Arrest_Other,Result_of_Arrest_Driver_Not_Arrested,Area_of_Search_Driver_Only,Area_of_Search_Property_Only,Area_of_Search_Driver_and_Property,Area_of_Search_No_Search
2021101838,FAY ST/E BUSINESS LOOP 70,30S ,,4/27/2021 15:42,B ,N   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021286651,N NINTH ST/E WALNUT ST,70D ,,11/12/2021 23:06,B ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021191953,W ASH ST/N STADIUM BLVD,50E ,,7/31/2021 16:25,W ,N   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021003076,E BUSINESS LOOP 70,20E ,,1/5/2021 9:59,B ,N   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021208379,BEARFIELD RD/E NIFONG BLVD,60E ,,8/18/2021 22:46,W ,N   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021019387,FORUM BLVD/WOODRAIL AVE,60W ,,1/23/2021 13:19,W ,Y   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021276882,BROWN STATION RD/BLUE RIDGE RD,30N ,,11/1/2021 22:52,W ,N   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021019262,SCOTT BLVD/ROLLINS RD,50W ,,1/23/2021 11:03,W ,Y   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021004392,N HWY 63 SB/PARIS RD ONR SB,40W ,,1/6/2021 15:32,W ,Y   ,M,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021269757,LOCUST ST/S COLLEGE AVE,70E ,,10/24/2021 11:34,B ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021121189,BARNWOOD DR/I70 DR NW,10W ,,5/18/2021 23:06,H ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021094774,N GARTH AVE/E THURMAN ST,10E ,,4/19/2021 14:07,W ,Y   ,F,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021050957,E BROADWAY/N EIGHTH ST,70D ,,3/1/2021 19:13,W ,N   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021187674,S WEST BLVD/MAUPIN RD,50E ,,7/27/2021 9:22,W ,Y   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021048218,BLUE RIDGE RD/NORTHLAND DR,30S ,,2/26/2021 14:34,W ,Y   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021236971,S WILLIAM ST/ROSS ST,70E ,,9/17/2021 23:32,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021213994,VANDIVER DR/PARIS RD,30S ,,8/24/2021 22:35,B ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021036273,W BROADWAY/HILLSIDE DR,50E ,,2/12/2021 13:03,W ,Y   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021278857,E ST CHARLES RD/E CLARK LN,40E ,,11/4/2021 1:16,B ,Y   ,F,Under 18,City Street,N   ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021266729,N PROVIDENCE RD/VANDIVER DR,10E ,,10/20/2021 20:50,W ,N   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021149516,S OLD 63/E STADIUM BLVD,80S ,,6/18/2021 8:29,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021052533,TRIMBLE RD/E BROADWAY,80N ,,3/3/2021 13:09,W ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021323430,CONLEY RD/CONNECTOR,80N ,,12/27/2021 2:05,W ,Y   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021131900,S WEST BLVD/RIDGE RD,50E ,,5/30/2021 15:45,B ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021050774,S COLLEGE AVE/SOUTHPARK DR,MUG2,,3/1/2021 15:36,W ,Y   ,F,18-29,State Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021136857,N LAKE OF THE WOODS RD/E ST CHARLES RD,105,0-15 MINUTES,6/4/2021 23:40,B ,Y   ,M,18-29,City Street,Y   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021304956,S COLLEGE AVE/LOCUST ST,70E ,,12/5/2021 1:17,B ,N   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021162196,N HWY 63 SB/BROWN STATION RD,104,,6/30/2021 22:55,B ,Y   ,M,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021270539,E BROADWAY/HITT ST,70D ,,10/25/2021 11:45,W ,N   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021017048,VANDIVER DR/WARWICK ST,30S ,,1/20/2021 21:51,W ,Y   ,M,40+,City Street,N   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021019681,SCOTT BLVD,50W ,,1/23/2021 22:15,B ,Y   ,M,Under 18,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021108540,RANGE LINE ST/LAKEVIEW AVE,30S ,,5/4/2021 23:27,B ,Y   ,F,40+,City Street,N   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021297639,E BROADWAY/S COLLEGE ST,70E ,,11/25/2021 23:46,W ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021289282,E BROADWAY/BRICKTON RD,80S ,,11/16/2021 9:56,W ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021237782,W STADIUM BLVD/CARRIE FRANCKE DR,60E ,,9/18/2021 20:42,B ,N   ,M,40+,State Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021170447,RANGE LINE ST,30S ,,7/9/2021 2:52,B ,N   ,F,18-29,Other,N   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021143703,I70 DR SW,40W ,,7/14/2021 8:48,W ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021231984,N EIGHTH ST/WILKES BLVD,20E ,,9/13/2021 0:00,B ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021141751,ROCK QUARRY RD/GRINDSTONE PKWY,60E ,,6/10/2021 11:35,W ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021285850,I70 E,40E ,,11/12/2021 2:44,B ,N   ,F,30-39,Interstate Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021111865,SCOTT BLVD/FAUROT DR,50W ,,5/8/2021 13:53,B ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021058231,S OLD 63,80S ,,3/9/2021 14:05,B ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021084904,N SIXTH ST/E WALNUT ST,70D ,,4/8/2021 22:20,B ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021073490,RANGE LINE ST/E BUSINESS LOOP 70,20E ,,3/27/2021 1:49,B ,N   ,M,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021200113,W BUSINESS LOOP 70/SCHWABE LN,10W ,,8/9/2021 22:49,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021049616,FORUM BLVD/SHORESIDE DR,60W ,,2/28/2021 1:46,W ,Y   ,M,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021247225,W BROOKVIEW TER/SCOTT BLVD,111,,9/29/2021 13:17,O ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021114469,BERNADETTE DR,10W ,,5/11/2021 17:31,W ,Y   ,M,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021054088,S KEENE ST/E BROADWAY,80N ,,3/4/2021 23:53,W ,Y   ,M,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021118125,I70 DR SW,20W ,,5/15/2021 15:24,B ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021088149,ROCK QUARRY RD/STAGS WAY,80S ,,4/12/2021 14:07,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021289028,RANGE LINE ST/VANDIVER DR,30S ,,11/16/2021 2:05,W ,Y   ,F,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021293483,DERBY RIDGE DR/SMILEY LN,30S ,,11/21/2021 0:56,B ,Y   ,M,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021046615,BROADWAY BLUFFS DR/TRIMBLE RD,80S ,,2/24/2021 20:04,W ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021296718,I70 W,10E ,,11/24/2021 14:53,W ,N   ,M,18-29,Interstate Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021154742,E BUSINESS LOOP 70/CONLEY RD,80N ,0-15 MINUTES,6/23/2021 14:52,B ,Y   ,M,18-29,State Highway,Y   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2021273460,E BUSINESS LOOP 70/RANGE LINE ST,30S ,,10/28/2021 19:31,W ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021215445,ROLLING ROCK DR/ROCK QUARRY RD,80S ,,8/26/2021 14:15,W ,Y   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021010347,E STADIUM BLVD/MICK DEAVER DR,60E ,,1/13/2021 11:24,W ,N   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021300836,E BUSINESS LOOP 70/BELMONT ST,30S ,,11/30/2021 9:10,W ,Y   ,M,40+,State Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021243975,N HWY 763/E BROWN SCHOOL RD,110,,9/25/2021 20:56,W ,Y   ,F,Under 18,State Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021217648,S OLD 63/BEARFIELD RD,80S ,,8/28/2021 20:30,B ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021279653,W BUSINESS LOOP 70/JEWELL AVE,20W ,,11/4/2021 23:15,W ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2021010840,N HWY 63 NB/VANDIVER DR OFFR NB,40W ,,1/13/2021 19:29,B ,Y   ,M,18-29,State Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021178893,RANGE LINE ST/KENNESAW RIDGE RD,30S ,,7/17/2021 21:59,W ,Y   ,F,18-29,City Street,N   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021053041,W BROADWAY/WESTWOOD AVE,50E ,,3/3/2021 22:18,W ,Y   ,F,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021125823,PARIS RD/WACO RD,30N ,,5/24/2021 9:29,W ,Y   ,F,40+,State Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021280383,OAKLAND GRAVEL RD/VANDIVER DR,40W ,,11/5/2021 19:30,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
